PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP2,P072,N,0.9,150,0,14.4,0,67,82,0.09,7.46,0,1568294719
SALDATURA OP2,P056,N,0.72,150,0,14.4,0,28,224,0.05,0,0,1568833637
SALDATURA OP1,P005,N,0.8,220,214,18,18.4,102,69,1.33,13.3,0,1568828025
SALDATURA OP1,P096,N,0.8,220,219,18,18.1,104,73,1.12,13.3,0,1568830603
SALDATURA OP2,P091,N,0.5,80,53,14.4,12.4,46,44,0.15,0,0,1568295859
SALDATURA OP2,P019,N,0.8,220,208,18,16.9,109,950,2.24,13.3,0,1568838862
SALDATURA OP1,P089,N,0.8,220,226,18,17.7,108,87,0.4,13.3,0,1568303780
SALDATURA OP1,P077,N,0.9,190,88,17,12.4,8,60,0.04,10.45,0,1568817146
SALDATURA OP1,P013,N,0.8,220,221,18,16.4,91,77,1.03,13.3,0,1568314059
SALDATURA OP1,P080,N,0.8,220,222,18,17.9,101,87,1.87,13.3,0,1568848934
SALDATURA OP1,P005,N,0.8,220,208,18,18,89,71,1.07,13.3,0,1568290548
SALDATURA OP1,P032,N,0.8,220,227,18,16.5,101,872,1.42,13.3,0,1568305131
SALDATURA OP1,P103,N,0.9,190,193,17,16.3,40,76,0.59,10.45,0,1568817646
SALDATURA OP1,P039,N,0.8,220,215,18,17.5,117,219,0.47,13.3,0,1568834783
SALDATURA OP2,P007,N,0.8,220,214,18,18.2,93,74,0.52,13.3,0,1568299552
SALDATURA OP2,P097,N,0.8,220,227,18,16.2,110,533,1.69,13.3,0,1568849363
SALDATURA OP1,P103,N,0.9,190,198,17,16.5,70,74,0.09,10.45,0,1568818046
SALDATURA OP2,P090,N,0.5,120,127,16.5,15,54,53,0.11,5.28,0,1568296965
SALDATURA OP1,P100,N,0.5,120,127,16.5,15.3,59,58,0.31,5.28,0,1568816102
SALDATURA OP1,P109,N,0.8,220,221,18,17.5,93,84,0.31,13.3,0,1568827803
SALDATURA OP2,P009,N,0.8,220,217,18,17.6,84,417,0.84,13.3,0,1568832138
SALDATURA OP1,P062,N,0.8,220,222,18,17.3,98,65,0.54,13.3,0,1568835619
SALDATURA OP2,P011,N,0.8,220,208,18,18.7,85,83,1.04,13.3,0,1568849368
SALDATURA OP2,P033,N,0.8,220,227,18,19,56,198,0.26,13.3,0,1568289253
SALDATURA OP2,P077,N,0.9,190,26,18,13.5,1,18,0.16,2,0,1568299048
SALDATURA OP2,P109,N,0.8,220,220,18,16.7,101,313,2.03,13.3,0,1568829329
SALDATURA OP1,P080,N,0.8,220,223,18,17.7,100,81,1.36,13.3,0,1568840725
SALDATURA OP2,P107,N,0.8,220,217,18,17.7,81,119,0.59,13.3,0,1568295741
SALDATURA OP2,P045,N,0.8,220,224,18,18.4,108,343,1.31,13.3,0,1568323126
SALDATURA OP2,P075,N,0.8,220,41,18,54.1,1,3,1.38,13.3,0,1568329873
SALDATURA OP2,P056,N,0.72,150,0,14.4,0,48,82,0.07,0,0,1568302458
SALDATURA OP2,P009,N,0.8,220,208,18,17.9,82,67,2.43,13.3,0,1568825370
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,35,77,0.02,0,0,1568304609
SALDATURA OP2,P086,N,0.4,120,98,16.5,13.5,7,45,0.14,5.28,0,1568293681
SALDATURA OP2,P042,N,0.8,220,221,18,17.4,108,83,1.32,13.3,0,1568319826
SALDATURA OP2,P018,N,0.8,220,211,18,17.9,92,77,1.8,13.3,0,1568310031
SALDATURA OP1,P003,N,0.8,220,208,18,17.3,109,90,1.14,13.3,0,1568821636
SALDATURA OP2,P075,N,0.8,220,9,18,12.6,0,3,0.7,13.3,0,1568326773
SALDATURA OP2,P038,N,0.8,220,216,18,17.5,86,81,0.25,13.3,0,1568842248
SALDATURA OP2,P035,N,0.8,220,213,18,17.6,102,131,1.69,13.3,0,1568831333
SALDATURA OP1,P031,N,0.8,220,230,18,16,101,625,0.09,13.3,0,1568827362
SALDATURA OP2,P043,N,0.8,220,218,18,17.6,90,106,0.89,13.3,0,1568842117
SALDATURA OP2,P008,N,0.8,220,215,18,17.4,91,72,0.68,13.3,0,1568817011
SALDATURA OP2,P035,N,0.8,220,224,18,17.3,101,87,1.79,13.3,0,1568301169
SALDATURA OP1,P005,N,0.8,220,212,18,16.4,80,70,2.18,13.3,0,1568821355
SALDATURA OP2,P071,N,0.5,150,0,14.4,0,7,40,0,0,0,1568295955
SALDATURA OP1,P080,N,0.8,220,220,18,17.5,99,83,0.68,13.3,0,1568835548
SALDATURA OP1,P056,N,0.72,230,92,19.6,13.4,8,54,0.32,14,0,1568296044
SALDATURA OP1,P035,N,0.8,220,224,18,16.7,110,79,1.3,13.3,0,1568839161
SALDATURA OP2,P087,N,0.5,120,120,16.5,15.9,48,40,0.44,5.28,0,1568295281
SALDATURA OP2,P073,N,0.9,150,0,14.4,0,11,70,0.01,0,0,1568302976
SALDATURA OP1,P062,N,0.8,220,218,18,17.9,83,69,0.66,13.3,0,1568850703
SALDATURA OP1,P098,N,0.8,220,231,18,15.6,105,559,1.55,13.3,0,1568820487
SALDATURA OP1,P011,N,0.8,220,220,18,17.7,103,79,1.32,13.3,0,1568835381
SALDATURA OP1,P008,N,0.8,220,217,18,17.1,91,89,1,13.3,0,1568829769
SALDATURA OP1,P081,N,0.8,220,223,18,17.8,95,81,1.54,13.3,0,1568318914
SALDATURA OP1,P081,N,0.8,220,223,18,17.2,111,86,3.11,13.3,0,1568322394
SALDATURA OP2,P066,N,0.5,150,0,14.4,1.4,38,40,0.07,7.46,0,1568296081
SALDATURA OP2,P066,N,0.5,150,0,14.4,0,34,40,0.1,0,0,1568296181
SALDATURA OP2,P010,N,0.8,220,197,18,18.5,80,573,2.64,13.3,0,1568297920
SALDATURA OP2,P111,N,0.8,220,229,18,16.7,97,1401,1.74,13.3,0,1568823486
SALDATURA OP1,P071,N,0.9,190,148,17,13.4,18,60,0.06,10.45,0,1568817438
SALDATURA OP2,P018,N,0.8,220,209,18,18.1,94,82,0.12,13.3,0,1568830265
SALDATURA OP1,P096,N,0.8,220,211,18,18.1,100,104,1.2,13.3,0,1568310027
SALDATURA OP1,P056,N,0.72,230,232,19.6,18.4,116,85,1.11,14,0,1568818323
SALDATURA OP1,P002,N,0.8,220,0,18,3.9,0,70,0.04,2,0,1568295576
SALDATURA OP1,P002,N,0.8,220,0,18,13.6,0,70,0.07,2,0,1568295676
SALDATURA OP1,P002,N,0.8,220,0,18,13.6,0,70,0.09,2,0,1568295776
SALDATURA OP2,P109,N,0.8,220,215,18,17.5,86,72,0.89,13.3,0,1568297041
SALDATURA OP1,P096,N,0.8,220,219,18,18.8,102,85,1.24,13.3,0,1568830794
SALDATURA OP1,P007,N,0.8,220,217,18,17.7,94,426,0.91,13.3,0,1568311054
SALDATURA OP2,P084,N,0.72,240,83,20,30,77,120,1.39,14,0,1568302804
SALDATURA OP1,P004,N,0.8,220,221,18,17.4,99,81,0.84,13.3,0,1568296744
SALDATURA OP1,P002,N,0.8,220,171,18,17,31,236,0.73,13.3,0,1568296376
SALDATURA OP1,P002,N,0.8,220,198,18,17.9,39,80,1.15,13.3,0,1568296476
SALDATURA OP2,P107,N,0.8,220,220,18,17,95,487,2.01,13.3,0,1568299808
SALDATURA OP1,P038,N,0.8,220,224,18,17.1,99,75,1.69,13.3,0,1568831954
SALDATURA OP2,P084,N,0.72,240,216,20,19,98,115,0.62,14,0,1568296095
SALDATURA OP2,P077,N,0.9,190,117,18,14.3,16,63,0.12,10.45,0,1568293519
SALDATURA OP1,P011,N,0.8,220,225,18,17.3,104,170,1.48,13.3,0,1568318479
SALDATURA OP1,P062,N,0.8,220,216,18,17.1,97,93,1.15,13.3,0,1568835877
SALDATURA OP2,P115,N,0.8,220,226,18,17.7,107,597,1.88,13.3,0,1568830462
SALDATURA OP1,P034,N,0.8,220,227,18,17.3,116,78,2.18,13.3,0,1568316768
SALDATURA OP2,P074,N,0.8,220,208,18,18.5,99,99,0.2,13.3,0,1568851321
SALDATURA OP2,P045,N,0.8,220,219,18,18.1,99,93,0.91,13.3,0,1568840994
SALDATURA OP1,P003,N,0.8,220,214,18,16.3,93,76,2.65,13.3,0,1568297576
SALDATURA OP1,P003,N,0.8,220,210,18,16.7,92,76,1.91,13.3,0,1568297676
SALDATURA OP1,P003,N,0.8,220,217,18,16.8,92,140,1.97,13.3,0,1568297776
SALDATURA OP1,P003,N,0.8,220,217,18,17.7,94,88,1.17,13.3,0,1568297876
SALDATURA OP1,P064,N,0.8,80,217,14.4,17.6,97,75,0.08,0,0,1568319511
SALDATURA OP1,P031,N,0.8,220,229,18,16.5,106,341,1.21,13.3,0,1568306667
SALDATURA OP1,P004,N,0.8,220,227,18,18.1,97,90,1.92,13.3,0,1568298176
SALDATURA OP1,P005,N,0.8,220,215,18,17.1,96,207,1.05,13.3,0,1568823681
SALDATURA OP1,P004,N,0.8,220,225,18,17.7,96,89,1.07,13.3,0,1568298376
SALDATURA OP2,P050,N,0.8,150,0,16.3,0,73,71,0.06,0,0,1568853335
SALDATURA OP1,P011,N,0.8,220,218,18,17.5,88,261,1.49,13.3,0,1568317706
SALDATURA OP1,P096,N,0.8,220,217,18,18.8,103,103,1.48,13.3,0,1568306160
SALDATURA OP1,P004,N,0.8,220,218,18,17.8,103,90,1.06,13.3,0,1568298776
SALDATURA OP1,P064,N,0.8,80,210,14.4,18.6,89,85,1.04,0,0,1568327589
SALDATURA OP1,P096,N,0.8,220,216,18,17.9,102,234,1.54,13.3,0,1568301844
SALDATURA OP2,P033,N,0.8,220,190,18,16.9,30,279,0.1,13.3,0,1568831106
SALDATURA OP2,P009,N,0.8,220,210,18,18,75,69,0.73,13.3,0,1568827662
SALDATURA OP1,P004,N,0.8,220,216,18,17.9,104,148,1.9,13.3,0,1568299276
SALDATURA OP2,P077,N,0.9,190,93,18,12.3,7,66,0.48,10.45,0,1568821645
SALDATURA OP1,P005,N,0.8,220,226,18,16.6,106,93,0.94,13.3,0,1568306879
SALDATURA OP1,P065,N,0.4,120,84,16.5,10.8,2,11,0.07,5.28,0,1568839676
SALDATURA OP1,P044,N,0.8,150,0,14.4,0,59,73,0.01,0,0,1568850061
SALDATURA OP2,P034,N,0.8,220,228,18,16.6,105,88,1.3,13.3,0,1568818370
SALDATURA OP1,P010,N,0.8,220,224,18,18.7,89,234,1.09,13.3,0,1568841768
SALDATURA OP1,P005,N,0.8,220,210,18,18.1,79,108,1.5,13.3,0,1568295507
SALDATURA OP1,P005,N,0.8,220,222,18,16.6,91,95,1.43,13.3,0,1568820255
SALDATURA OP2,P034,N,0.8,220,223,18,17.1,98,99,0.63,13.3,0,1568302851
SALDATURA OP2,P044,N,0.8,220,218,18,17.7,86,78,0.44,13.3,0,1568849906
SALDATURA OP2,P107,N,0.8,220,230,18,16.3,102,253,1.35,13.3,0,1568820281
SALDATURA OP2,P105,N,0.8,220,225,18,17.4,103,89,1.42,13.3,0,1568821783
SALDATURA OP2,P085,N,0.72,230,230,19.6,18.4,113,102,0.74,14,0,1568295252
SALDATURA OP2,P090,N,0.5,120,122,16.5,16,54,50,0.15,5.28,0,1568302468
SALDATURA OP1,P056,N,0.72,230,232,19.6,18.2,93,116,0.87,14,0,1568300749
SALDATURA OP1,P005,N,0.8,220,216,18,17.7,101,202,1.27,13.3,0,1568300876
SALDATURA OP1,P005,N,0.8,220,218,18,17.4,99,80,1.78,13.3,0,1568300976
SALDATURA OP2,P090,N,0.5,120,119,16.5,15.8,48,42,0.39,5.28,0,1568821024
SALDATURA OP1,P094,N,0.8,220,229,18,16.8,107,419,1.94,13.3,0,1568823056
SALDATURA OP2,P086,N,0.4,120,114,16.5,17.4,18,45,0.05,5.28,0,1568830957
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,24,53,0.04,0,0,1568845899
SALDATURA OP1,P063,N,0.8,220,200,18,18.6,80,73,1.45,13.3,0,1568314942
SALDATURA OP1,P032,N,0.8,220,219,18,16.3,105,81,1.78,13.3,0,1568314289
SALDATURA OP2,P041,N,0.8,220,219,18,17.5,97,85,0.44,13.3,0,1568316327
SALDATURA OP2,P044,N,0.8,220,218,18,18.5,88,87,2.48,13.3,0,1568850076
SALDATURA OP1,P081,N,0.8,220,227,18,17.3,104,83,1.41,13.3,0,1568318567
SALDATURA OP1,P031,N,0.8,220,228,18,16.1,111,124,1.87,13.3,0,1568824716
SALDATURA OP1,P103,N,0.9,190,198,17,16.7,45,76,1.15,10.45,0,1568297774
SALDATURA OP2,P105,N,0.8,220,213,18,17.6,96,84,0.6,13.3,0,1568829824
SALDATURA OP1,P089,N,0.8,220,219,18,16.9,99,92,0.58,13.3,0,1568823694
SALDATURA OP2,P038,N,0.8,220,218,18,17.2,104,91,2.62,13.3,0,1568853550
SALDATURA OP1,P056,N,0.72,230,232,19.6,18.1,121,87,1.26,14,0,1568821076
SALDATURA OP2,P104,N,0.8,220,227,18,17.2,102,264,1.75,13.3,0,1568298311
SALDATURA OP2,P107,N,0.8,220,221,18,17,100,109,0.18,13.3,0,1568304166
SALDATURA OP2,P071,N,0.5,150,0,14.4,0,15,40,0.06,0,0,1568824764
SALDATURA OP2,P048,N,0.8,80,124,16.3,15.8,91,211,0.1,0,0,1568859948
SALDATURA OP2,P090,N,0.5,120,120,16.5,16.2,52,49,0.12,5.28,0,1568295238
SALDATURA OP1,P005,N,0.8,220,216,18,17.9,101,80,2.26,13.3,0,1568303076
SALDATURA OP1,P080,N,0.8,220,224,18,17.9,100,95,0.65,13.3,0,1568840262
SALDATURA OP2,P060,N,0.72,230,93,19.6,12,2,11,0.12,14,0,1568830454
SALDATURA OP2,P009,N,0.8,220,209,18,17.9,80,77,0.72,13.3,0,1568828038
SALDATURA OP2,P103,N,0.8,220,228,18,17.2,50,215,0.88,13.3,0,1568296784
SALDATURA OP1,P039,N,0.8,220,226,18,17.3,120,82,1.6,13.3,0,1568311758
SALDATURA OP2,P009,N,0.8,220,214,18,17.6,82,79,1.13,13.3,0,1568301437
SALDATURA OP2,P045,N,0.8,220,222,18,17.3,105,512,2.44,13.3,0,1568844905
SALDATURA OP1,P005,N,0.8,220,225,18,17.5,104,79,1.14,13.3,0,1568303876
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,15,82,0.04,0,0,1568329694
SALDATURA OP2,P103,N,0.8,220,223,18,17.3,78,83,2.46,13.3,0,1568819483
SALDATURA OP1,P005,N,0.8,220,214,18,17.7,104,188,2.25,13.3,0,1568304176
SALDATURA OP1,P005,N,0.8,220,221,18,17.5,105,221,1.6,13.3,0,1568304276
SALDATURA OP1,P005,N,0.8,220,215,18,17.7,103,92,0.44,13.3,0,1568304376
SALDATURA OP1,P095,N,0.8,80,223,14.4,16.7,108,82,0.53,3.17,0,1568832994
SALDATURA OP2,P104,N,0.8,220,219,18,16.9,102,82,1.17,13.3,0,1568297984
SALDATURA OP1,P053,N,0.72,150,0,14.4,0,60,96,0.04,0,0,1568828832
SALDATURA OP2,P018,N,0.8,220,214,18,18.3,95,80,2.14,13.3,0,1568831709
SALDATURA OP1,P097,N,0.8,150,0,14.4,0,28,73,0.05,0,0,1568308771
SALDATURA OP1,P006,N,0.8,220,220,18,17.3,105,134,2.38,13.3,0,1568304976
SALDATURA OP1,P065,N,0.4,120,134,16.5,15.9,49,77,0.32,5.28,0,1568814484
SALDATURA OP2,P034,N,0.8,220,225,18,18,100,77,2.14,13.3,0,1568299358
SALDATURA OP2,P084,N,0.72,240,219,20,19.4,104,132,0.34,14,0,1568304084
SALDATURA OP2,P012,N,0.8,220,211,18,18.3,94,690,1.58,13.3,0,1568309492
SALDATURA OP2,P044,N,0.8,220,229,18,16.4,110,627,0.87,13.3,0,1568320899
SALDATURA OP1,P006,N,0.8,220,216,18,17.9,100,83,1.8,13.3,0,1568305576
SALDATURA OP1,P007,N,0.8,220,218,18,17.6,98,82,2.13,13.3,0,1568305676
SALDATURA OP1,P007,N,0.8,220,217,18,17.6,100,153,1.48,13.3,0,1568305776
SALDATURA OP2,P034,N,0.8,220,223,18,16.7,96,80,1.09,13.3,0,1568827617
SALDATURA OP1,P034,N,0.8,220,217,18,17.4,110,90,2.54,13.3,0,1568308005
SALDATURA OP1,P096,N,0.8,220,219,18,17.8,95,1892,1.07,13.3,0,1568305417
SALDATURA OP1,P032,N,0.8,220,228,18,15.8,103,77,1.05,13.3,0,1568826354
SALDATURA OP2,P038,N,0.8,220,218,18,17,95,85,2.49,13.3,0,1568305969
SALDATURA OP1,P063,N,0.8,220,218,18,17.7,86,64,0.66,13.3,0,1568322874
SALDATURA OP1,P080,N,0.8,220,217,18,18.1,98,89,2.41,13.3,0,1568845008
SALDATURA OP1,P032,N,0.8,220,219,18,16.8,92,469,2.1,13.3,0,1568838326
SALDATURA OP1,P100,N,0.5,120,130,16.5,15.2,62,62,0.28,5.28,0,1568816327
SALDATURA OP1,P013,N,0.8,220,217,18,17.6,93,92,1.02,13.3,0,1568306776
SALDATURA OP1,P077,N,0.9,190,188,17,16,34,69,0.48,10.45,0,1568296459
SALDATURA OP1,P070,N,0.5,150,0,14.4,0,11,54,0.02,0,0,1568825154
SALDATURA OP1,P038,N,0.8,220,226,18,16.6,107,88,1.76,13.3,0,1568830731
SALDATURA OP1,P081,N,0.8,220,220,18,17.8,108,86,0.47,13.3,0,1568839925
SALDATURA OP1,P035,N,0.8,220,223,18,16.7,107,1609,1.52,13.3,0,1568309205
SALDATURA OP2,P011,N,0.8,220,210,18,18.4,81,69,1.07,13.3,0,1568309145
SALDATURA OP2,P004,N,0.8,220,29,18,0.1,0,62,0.8,2,0,1568827037
SALDATURA OP2,P018,N,0.8,220,206,18,18.4,108,83,1.34,13.3,0,1568842059
SALDATURA OP2,P103,N,0.8,220,0,18,13.6,0,58,0.05,2,0,1568821610
SALDATURA OP2,P105,N,0.8,220,222,18,17.2,103,83,0.62,13.3,0,1568820744
SALDATURA OP2,P005,N,0.8,220,208,18,18.1,99,441,1.94,13.3,0,1568295057
SALDATURA OP1,P013,N,0.8,220,218,18,17.4,94,95,1.03,13.3,0,1568307976
SALDATURA OP1,P008,N,0.8,220,219,18,17.3,98,91,1.5,13.3,0,1568308076
SALDATURA OP1,P096,N,0.8,220,225,18,17.6,108,75,1.7,13.3,0,1568821366
SALDATURA OP1,P056,N,0.72,230,232,19.6,18.1,111,178,1.44,14,0,1568301474
SALDATURA OP1,P010,N,0.8,220,219,18,19.4,93,76,1.04,13.3,0,1568841899
SALDATURA OP1,P096,N,0.8,220,225,18,17.7,104,132,1.99,13.3,0,1568825069
SALDATURA OP2,P018,N,0.8,220,216,18,18.1,90,87,1.36,13.3,0,1568833662
SALDATURA OP2,P040,N,0.8,220,220,18,17.5,102,80,0.65,13.3,0,1568315278
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,14,56,0.03,0,0,1568837639
SALDATURA OP1,P009,N,0.8,220,218,18,17.9,98,92,0.54,13.3,0,1568308876
SALDATURA OP1,P039,N,0.8,220,219,18,17.1,107,185,0.83,13.3,0,1568837261
SALDATURA OP1,P063,N,0.8,220,217,18,17.9,91,69,0.87,13.3,0,1568843316
SALDATURA OP1,P108,N,0.8,150,0,14.4,0,33,72,0.16,7.46,0,1568814447
SALDATURA OP1,P009,N,0.8,220,213,18,18.5,101,91,0.75,13.3,0,1568309276
SALDATURA OP2,P057,N,0.72,150,0,14.4,0,18,158,0.08,0,0,1568842682
SALDATURA OP2,P109,N,0.8,220,220,18,17.3,98,82,1.72,13.3,0,1568305500
SALDATURA OP2,P044,N,0.8,220,220,18,16.7,95,537,0.54,13.3,0,1568835640
SALDATURA OP1,P067,N,0.5,80,109,14.4,15.3,55,51,0.18,0,0,1568815717
SALDATURA OP2,P085,N,0.72,230,230,19.6,19.1,88,146,1.34,14,0,1568284209
SALDATURA OP1,P063,N,0.8,220,216,18,18.2,89,460,0.53,13.3,0,1568841987
SALDATURA OP1,P010,N,0.8,220,214,18,18.6,103,99,0.71,13.3,0,1568309976
SALDATURA OP2,P009,N,0.8,220,212,18,17.5,80,77,1.51,13.3,0,1568307993
SALDATURA OP1,P031,N,0.8,220,233,18,15.7,116,688,0.52,13.3,0,1568821348
SALDATURA OP2,P075,N,0.8,220,212,18,18.7,87,70,2.15,13.3,0,1568322869
SALDATURA OP1,P010,N,0.8,220,214,18,19.2,104,83,2.03,13.3,0,1568310376
SALDATURA OP1,P077,N,0.9,190,120,17,15.1,17,47,0.55,10.45,0,1568299261
SALDATURA OP2,P107,N,0.8,220,223,18,17.4,103,231,0.97,13.3,0,1568846139
SALDATURA OP1,P032,N,0.8,220,235,18,15.7,99,100,0.89,13.3,0,1568824577
SALDATURA OP2,P014,N,0.8,220,211,18,18.1,82,68,0.11,13.3,0,1568837601
SALDATURA OP2,P007,N,0.8,220,215,18,17.4,89,297,2.61,13.3,0,1568829732
SALDATURA OP1,P010,N,0.8,220,219,18,18.4,97,78,1.23,13.3,0,1568310976
SALDATURA OP2,P089,N,0.5,120,131,16.5,15.9,40,51,0.41,5.28,0,1568300469
SALDATURA OP1,P092,N,0.8,220,214,18,17.2,110,191,1.64,13.3,0,1568299465
SALDATURA OP2,P023,N,0.8,150,0,14.4,0,34,77,0.02,0,0,1568318745
SALDATURA OP2,P096,N,0.8,220,244,18,15.3,98,91,1.91,13.3,0,1568320746
SALDATURA OP2,P045,N,0.8,220,223,18,17,110,96,1.39,13.3,0,1568321999
SALDATURA OP1,P031,N,0.8,220,233,18,16.2,105,85,0.76,13.3,0,1568308714
SALDATURA OP1,P010,N,0.8,220,215,18,18.7,93,82,1.33,13.3,0,1568311676
SALDATURA OP1,P089,N,0.8,220,226,18,17.1,96,79,0.31,13.3,0,1568823294
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,40,77,0.03,0,0,1568821902
SALDATURA OP1,P010,N,0.8,220,222,18,18,94,83,1.78,13.3,0,1568311976
SALDATURA OP2,P077,N,0.9,190,16,18,13,0,39,0.08,2,0,1568826486
SALDATURA OP1,P031,N,0.8,220,229,18,15.5,104,503,0.16,13.3,0,1568304279
SALDATURA OP1,P104,N,0.7,180,189,17.5,17.5,69,66,0.9,9.72,0,1568837927
SALDATURA OP1,P092,N,0.8,220,228,18,16.6,110,86,0.94,13.3,0,1568820134
SALDATURA OP2,P007,N,0.8,220,211,18,18.1,90,80,0.45,13.3,0,1568820540
SALDATURA OP2,P074,N,0.8,220,213,18,18.5,106,107,1.07,13.3,0,1568848735
SALDATURA OP2,P011,N,0.8,220,210,18,18.6,81,74,0.56,13.3,0,1568309690
SALDATURA OP2,P045,N,0.8,220,220,18,17.4,105,147,1.37,13.3,0,1568314412
SALDATURA OP1,P090,N,0.8,220,222,18,17.8,96,128,0.3,13.3,0,1568303653
SALDATURA OP2,P084,N,0.72,240,232,20,21.2,66,74,0.34,14,0,1568831979
SALDATURA OP2,P017,N,0.8,220,197,18,18.8,89,80,1.52,13.3,0,1568838873
SALDATURA OP2,P017,N,0.8,220,211,18,18.7,91,92,2.8,13.3,0,1568829596
SALDATURA OP1,P087,N,0.7,180,190,17.5,17,94,72,0.32,9.72,0,1568313276
SALDATURA OP1,P098,N,0.8,220,228,18,14.8,102,78,0.12,13.3,0,1568307668
SALDATURA OP2,P034,N,0.8,220,223,18,17.5,100,76,1.43,13.3,0,1568826817
SALDATURA OP1,P005,N,0.8,220,219,18,17.2,99,279,1.51,13.3,0,1568821169
SALDATURA OP2,P017,N,0.8,220,201,18,18.6,83,79,1.7,13.3,0,1568314841
SALDATURA OP1,P063,N,0.8,220,219,18,18.1,88,63,2.09,13.3,0,1568846863
SALDATURA OP1,P004,N,0.8,220,224,18,16.6,97,83,1.8,13.3,0,1568816313
SALDATURA OP2,P040,N,0.8,220,220,18,17.1,94,80,2.54,13.3,0,1568846776
SALDATURA OP2,P012,N,0.8,220,217,18,17.9,97,61,1.04,13.3,0,1568824165
SALDATURA OP2,P107,N,0.8,220,229,18,17,109,160,1.19,13.3,0,1568310141
SALDATURA OP1,P071,N,0.9,190,33,17,16.7,1,28,0,10.45,0,1568819431
SALDATURA OP1,P012,N,0.7,80,189,14.4,17.1,71,70,0.42,3.17,0,1568314376
SALDATURA OP1,P012,N,0.7,80,157,14.4,15.6,70,65,0.05,3.17,0,1568314476
SALDATURA OP1,P012,N,0.7,80,101,14.4,13.5,69,60,0.29,0,0,1568314576
SALDATURA OP2,P093,N,0.8,150,9,14.4,7.5,85,65,0.08,0,0,1568836140
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,55,62,0.19,7.46,0,1568314776
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,47,62,0.03,0,0,1568314876
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,40,62,0.02,0,0,1568314976
SALDATURA OP1,P037,N,0.8,220,218,18,17.8,96,100,1.2,13.3,0,1568316341
SALDATURA OP1,P095,N,0.8,80,154,14.4,14.1,94,66,0.54,0,0,1568305344
SALDATURA OP1,P056,N,0.72,230,238,19.6,19.8,59,83,2.9,14,0,1568293844
SALDATURA OP2,P034,N,0.8,220,218,18,17.2,95,82,0.7,13.3,0,1568827070
SALDATURA OP1,P005,N,0.8,220,215,18,17.4,98,86,3.27,13.3,0,1568306180
SALDATURA OP2,P060,N,0.72,230,0,19.6,0,0,273,0.04,2,0,1568816552
SALDATURA OP1,P109,N,0.8,220,237,18,14.7,111,630,2.42,13.3,0,1568304614
SALDATURA OP2,P096,N,0.8,220,236,18,16,104,84,0.48,13.3,0,1568838089
SALDATURA OP1,P109,N,0.8,220,174,18,15.8,26,71,1.21,13.3,0,1568825326
SALDATURA OP1,P005,N,0.8,220,230,18,16.8,109,98,1.65,13.3,0,1568310379
SALDATURA OP2,P034,N,0.8,220,222,18,17,100,79,1.57,13.3,0,1568821781
SALDATURA OP1,P096,N,0.8,220,221,18,17.9,100,162,0.17,13.3,0,1568308402
SALDATURA OP1,P072,N,0.5,80,196,14.4,15.7,73,74,0.28,0,0,1568832288
SALDATURA OP1,P066,N,0.72,150,0,14.4,0,23,106,0.07,0,0,1568822995
SALDATURA OP1,P096,N,0.8,220,220,18,17.9,97,85,1,13.3,0,1568834612
SALDATURA OP1,P063,N,0.8,220,216,18,18.4,77,67,1.08,13.3,0,1568845860
SALDATURA OP2,P060,N,0.72,230,238,19.6,19.9,56,76,1.29,14,0,1568817652
SALDATURA OP2,P060,N,0.72,230,236,19.6,19.8,67,130,0.13,14,0,1568817752
SALDATURA OP2,P085,N,0.72,230,226,19.6,18.6,78,199,2.2,14,0,1568817852
SALDATURA OP2,P018,N,0.8,220,214,18,18.3,93,72,0.86,13.3,0,1568309379
SALDATURA OP1,P031,N,0.8,220,228,18,15.5,113,541,1.54,13.3,0,1568821766
SALDATURA OP1,P005,N,0.8,220,225,18,17.3,102,295,0.13,13.3,0,1568299173
SALDATURA OP1,P090,N,0.8,220,219,18,18.2,89,82,2.45,13.3,0,1568830120
SALDATURA OP2,P085,N,0.72,230,225,19.6,19.1,106,2668,1.82,14,0,1568818352
SALDATURA OP2,P009,N,0.8,220,209,18,17.7,78,70,1.57,13.3,0,1568831557
SALDATURA OP2,P089,N,0.5,120,0,16.5,13.7,0,41,0.1,2,0,1568813188
SALDATURA OP2,P085,N,0.72,230,223,19.6,19,112,172,0.51,14,0,1568818652
SALDATURA OP2,P085,N,0.72,230,215,19.6,19.4,114,95,2.47,14,0,1568818752
SALDATURA OP2,P085,N,0.72,230,224,19.6,19.2,111,77,1.35,14,0,1568818852
SALDATURA OP2,P044,N,0.8,220,225,18,16.4,105,1132,1.83,13.3,0,1568312116
